product_code,customer_code,market_code,order_date,sales_qty,sales_amount,cost_price,profit,profit_margin,Revenue,Total Expense (COGS),Net Income,Total Equity,Total Assets ,Operating Income ,Gross Margin,Net Margin,Ratio of Equity,Ratio of Assets,Operating  Margin 
Prod286,Cus032,Mark011,09-10-2020,2,421,286.28,134.72,0.32,842,572.56,269.44,555.72,707.28,976.72,0.32,32,48.48,38.1,116
Prod294,Cus032,Mark011,09-10-2020,2,301,228.76,72.24,0.24,602,457.52,144.48,373.24,529.76,674.24,0.24,24,38.71,27.27,112
Prod209,Cus007,Mark004,09-10-2020,3,1727,1122.55,604.45,0.35,5181,3367.65,1813.35,4058.45,2849.55,5785.45,0.35,35,44.68,63.64,111.67
Prod237,Cus016,Mark002,09-10-2020,3,4185,3599.1,585.9,0.14,12555,10797.3,1757.7,8955.9,7784.1,13140.9,0.14,14,19.63,22.58,104.67
Prod223,Cus022,Mark002,09-10-2020,3,6125,5328.75,796.25,0.13,18375,15986.25,2388.75,13046.25,11453.75,19171.25,0.13,13,18.31,20.86,104.33
Prod157,Cus032,Mark009,09-10-2020,7,6829,7716.77,-887.77,-0.13,47803,54017.39,-6214.39,40086.23,14545.77,46915.23,-0.13,-13,-15.5,-42.72,98.14
Prod224,Cus032,Mark009,09-10-2020,23,40977,42206.31,-1229.31,-0.03,942471,970745.13,-28274.13,900264.69,83183.31,941241.69,-0.03,-3,-3.14,-33.99,99.87
Prod239,Cus032,Mark009,09-10-2020,23,23292,16304.4,6987.6,0.3,535716,375001.2,160714.8,519411.6,39596.4,542703.6,0.3,30,30.94,405.88,101.3
Prod236,Cus001,Mark010,09-10-2020,7,1074,1159.92,-85.92,-0.08,7518,8119.44,-601.44,6358.08,2233.92,7432.08,-0.08,-8,-9.46,-26.92,98.86
Prod238,Cus001,Mark010,09-10-2020,10,630,674.1,-44.1,-0.07,6300,6741,-441,5625.9,1304.1,6255.9,-0.07,-7,-7.84,-33.82,99.3
Prod105,Cus001,Mark010,09-10-2020,20,5019,4165.77,853.23,0.17,100380,83315.4,17064.6,96214.23,9184.77,101233.23,0.17,17,17.74,185.79,100.85
Prod093,Cus001,Mark010,09-10-2020,58,5361,6540.42,-1179.42,-0.22,310938,379344.36,-68406.36,304397.58,11901.42,309758.58,-0.22,-22,-22.47,-574.77,99.62
Prod090,Cus001,Mark010,09-10-2020,33,2014,1228.54,785.46,0.39,66462,40541.82,25920.18,65233.46,3242.54,67247.46,0.39,39,39.73,799.38,101.18
Prod260,Cus001,Mark010,09-10-2020,9,963,1126.71,-163.71,-0.17,8667,10140.39,-1473.39,7540.29,2089.71,8503.29,-0.17,-17,-19.54,-70.51,98.11
Prod241,Cus001,Mark010,09-10-2020,52,4551,4277.94,273.06,0.06,236652,222452.88,14199.12,232374.06,8828.94,236925.06,0.06,6,6.11,160.82,100.12
Prod101,Cus022,Mark002,09-10-2020,7,1704,1635.84,68.16,0.04,11928,11450.88,477.12,10292.16,3339.84,11996.16,0.04,4,4.64,14.29,100.57
Prod129,Cus008,Mark002,09-10-2020,12,3778,4080.24,-302.24,-0.08,45336,48962.88,-3626.88,41255.76,7858.24,45033.76,-0.08,-8,-8.79,-46.15,99.33
Prod234,Cus024,Mark002,09-10-2020,40,39269,33771.34,5497.66,0.14,1570760,1350853.6,219906.4,1536988.66,73040.34,1576257.66,0.14,14,14.31,301.08,100.35
Prod232,Cus019,Mark002,09-10-2020,267,20046,26260.26,-6214.26,-0.31,5352282,7011489.42,-1659207.42,5326021.74,46306.26,5346067.74,-0.31,-31,-31.15,-3583.12,99.88
Prod236,Cus019,Mark002,09-10-2020,667,51356,53410.24,-2054.24,-0.04,34254452,35624630.08,-1370178.08,34201041.76,104766.24,34252397.76,-0.04,-4,-4.01,-1307.84,99.99
Prod117,Cus008,Mark002,09-10-2020,13,2194,1601.62,592.38,0.27,28522,20821.06,7700.94,26920.38,3795.62,29114.38,0.27,27,28.61,202.89,102.08
Prod218,Cus008,Mark002,09-10-2020,30,25741,33720.71,-7979.71,-0.31,772230,1011621.3,-239391.3,738509.29,59461.71,764250.29,-0.31,-31,-32.42,-402.6,98.97
Prod254,Cus009,Mark011,09-10-2020,33,4852,4318.28,533.72,0.11,160116,142503.24,17612.76,155797.72,9170.28,160649.72,0.11,11,11.3,192.06,100.33
Prod060,Cus014,Mark003,09-10-2020,48,17926,16312.66,1613.34,0.09,860448,783007.68,77440.32,844135.34,34238.66,862061.34,0.09,9,9.17,226.18,100.19
Prod060,Cus010,Mark003,09-10-2020,5,2366,2153.06,212.94,0.09,11830,10765.3,1064.7,9676.94,4519.06,12042.94,0.09,9,11,23.56,101.8
Prod239,Cus020,Mark004,09-10-2020,32,2782,3644.42,-862.42,-0.31,89024,116621.44,-27597.44,85379.58,6426.42,88161.58,-0.31,-31,-32.32,-429.44,99.03
Prod117,Cus007,Mark004,09-10-2020,5,2074,2468.06,-394.06,-0.19,10370,12340.3,-1970.3,7901.94,4542.06,9975.94,-0.19,-19,-24.93,-43.38,96.2
Prod252,Cus007,Mark004,09-10-2020,5,1231,997.11,233.89,0.19,6155,4985.55,1169.45,5157.89,2228.11,6388.89,0.19,19,22.67,52.49,103.8
Prod245,Cus005,Mark004,09-10-2020,60,5255,5727.95,-472.95,-0.09,315300,343677,-28377,309572.05,10982.95,314827.05,-0.09,-9,-9.17,-258.37,99.85
Prod224,Cus006,Mark004,09-10-2020,53,84370,86057.4,-1687.4,-0.02,4471610,4561042.2,-89432.2,4385552.6,170427.4,4469922.6,-0.02,-2,-2.04,-52.48,99.96
Prod252,Cus006,Mark004,09-10-2020,24,6065,6125.65,-60.65,-0.01,145560,147015.6,-1455.6,139434.35,12190.65,145499.35,-0.01,-1,-1.04,-11.94,99.96
Prod123,Cus006,Mark004,09-10-2020,8,4190,3980.5,209.5,0.05,33520,31844,1676,29539.5,8170.5,33729.5,0.05,5,5.67,20.51,100.63
Prod239,Cus006,Mark004,09-10-2020,715,50361,37770.75,12590.25,0.25,36008115,27006086.25,9002028.75,35970344.25,88131.75,36020705.25,0.25,25,25.03,10214.29,100.03
Prod122,Cus006,Mark004,09-10-2020,5,963,731.88,231.12,0.24,4815,3659.4,1155.6,4083.12,1694.88,5046.12,0.24,24,28.3,68.18,104.8
Prod246,Cus006,Mark004,09-10-2020,80,12833,9239.76,3593.24,0.28,1026640,739180.8,287459.2,1017400.24,22072.76,1030233.24,0.28,28,28.25,1302.33,100.35
Prod099,Cus006,Mark004,09-10-2020,7,3051,3844.26,-793.26,-0.26,21357,26909.82,-5552.82,17512.74,6895.26,20563.74,-0.26,-26,-31.71,-80.53,96.29
Prod280,Cus020,Mark011,10-10-2020,1,65,63.7,1.3,0.02,65,63.7,1.3,1.3,128.7,66.3,0.02,2,100,1.01,102
Prod278,Cus020,Mark011,10-10-2020,1,204,175.44,28.56,0.14,204,175.44,28.56,28.56,379.44,232.56,0.14,14,100,7.53,114
Prod263,Cus020,Mark011,10-10-2020,1,69,80.04,-11.04,-0.16,69,80.04,-11.04,-11.04,149.04,57.96,-0.16,-16,100,-7.41,84
Prod271,Cus020,Mark011,10-10-2020,1,125,83.75,41.25,0.33,125,83.75,41.25,41.25,208.75,166.25,0.33,33,100,19.76,133
Prod286,Cus020,Mark011,10-10-2020,1,125,118.75,6.25,0.05,125,118.75,6.25,6.25,243.75,131.25,0.05,5,100,2.56,105
Prod265,Cus020,Mark011,10-10-2020,1,116,77.72,38.28,0.33,116,77.72,38.28,38.28,193.72,154.28,0.33,33,100,19.76,133
Prod269,Cus020,Mark011,10-10-2020,1,111,66.6,44.4,0.4,111,66.6,44.4,44.4,177.6,155.4,0.4,40,100,25,140
Prod281,Cus020,Mark011,10-10-2020,1,97,121.25,-24.25,-0.25,97,121.25,-24.25,-24.25,218.25,72.75,-0.25,-25,100,-11.11,75
Prod295,Cus020,Mark011,10-10-2020,1,97,68.87,28.13,0.29,97,68.87,28.13,28.13,165.87,125.13,0.29,29,100,16.96,129
Prod288,Cus020,Mark011,10-10-2020,1,79,101.91,-22.91,-0.29,79,101.91,-22.91,-22.91,180.91,56.09,-0.29,-29,100,-12.66,71
Prod102,Cus020,Mark011,10-10-2020,1,162,110.16,51.84,0.32,162,110.16,51.84,51.84,272.16,213.84,0.32,32,100,19.05,132
Prod200,Cus020,Mark011,10-10-2020,1,93,123.69,-30.69,-0.33,93,123.69,-30.69,-30.69,216.69,62.31,-0.33,-33,100,-14.16,67
Prod294,Cus020,Mark011,10-10-2020,1,51,64.26,-13.26,-0.26,51,64.26,-13.26,-13.26,115.26,37.74,-0.26,-26,100,-11.5,74
Prod267,Cus020,Mark011,10-10-2020,1,236,287.92,-51.92,-0.22,236,287.92,-51.92,-51.92,523.92,184.08,-0.22,-22,100,-9.91,78
Prod275,Cus020,Mark011,10-10-2020,1,366,285.48,80.52,0.22,366,285.48,80.52,80.52,651.48,446.52,0.22,22,100,12.36,122
Prod290,Cus020,Mark011,10-10-2020,1,292,350.4,-58.4,-0.2,292,350.4,-58.4,-58.4,642.4,233.6,-0.2,-20,100,-9.09,80
Prod297,Cus020,Mark011,10-10-2020,1,333,422.91,-89.91,-0.27,333,422.91,-89.91,-89.91,755.91,243.09,-0.27,-27,100,-11.89,73
Prod105,Cus017,Mark011,10-10-2020,1,593,776.83,-183.83,-0.31,593,776.83,-183.83,-183.83,1369.83,409.17,-0.31,-31,100,-13.42,69
Prod286,Cus017,Mark011,10-10-2020,1,352,242.88,109.12,0.31,352,242.88,109.12,109.12,594.88,461.12,0.31,31,100,18.34,131
Prod294,Cus017,Mark011,10-10-2020,1,148,158.36,-10.36,-0.07,148,158.36,-10.36,-10.36,306.36,137.64,-0.07,-7,100,-3.38,93
Prod295,Cus017,Mark011,10-10-2020,1,269,161.4,107.6,0.4,269,161.4,107.6,107.6,430.4,376.6,0.4,40,100,25,140
Prod200,Cus017,Mark011,10-10-2020,1,65,81.9,-16.9,-0.26,65,81.9,-16.9,-16.9,146.9,48.1,-0.26,-26,100,-11.5,74
Prod292,Cus017,Mark011,10-10-2020,1,269,180.23,88.77,0.33,269,180.23,88.77,88.77,449.23,357.77,0.33,33,100,19.76,133
Prod290,Cus017,Mark011,10-10-2020,1,134,109.88,24.12,0.18,134,109.88,24.12,24.12,243.88,158.12,0.18,18,100,9.89,118
Prod053,Cus018,Mark011,10-10-2020,1,269,196.37,72.63,0.27,269,196.37,72.63,72.63,465.37,341.63,0.27,27,100,15.61,127
Prod095,Cus018,Mark011,10-10-2020,1,93,109.74,-16.74,-0.18,93,109.74,-16.74,-16.74,202.74,76.26,-0.18,-18,100,-8.26,82
Prod105,Cus018,Mark011,10-10-2020,1,42,47.88,-5.88,-0.14,42,47.88,-5.88,-5.88,89.88,36.12,-0.14,-14,100,-6.54,86
Prod114,Cus018,Mark011,10-10-2020,1,181,182.81,-1.81,-0.01,181,182.81,-1.81,-1.81,363.81,179.19,-0.01,-1,100,-0.5,99
Prod116,Cus018,Mark011,10-10-2020,1,181,137.56,43.44,0.24,181,137.56,43.44,43.44,318.56,224.44,0.24,24,100,13.64,124
Prod255,Cus018,Mark011,10-10-2020,1,97,74.69,22.31,0.23,97,74.69,22.31,22.31,171.69,119.31,0.23,23,100,12.99,123
Prod260,Cus018,Mark011,10-10-2020,1,65,62.4,2.6,0.04,65,62.4,2.6,2.6,127.4,67.6,0.04,4,100,2.04,104
Prod252,Cus006,Mark004,10-10-2020,1,111,73.26,37.74,0.34,111,73.26,37.74,37.74,184.26,148.74,0.34,34,100,20.48,134
Prod105,Cus006,Mark004,10-10-2020,1,167,136.94,30.06,0.18,167,136.94,30.06,30.06,303.94,197.06,0.18,18,100,9.89,118
Prod137,Cus006,Mark004,10-10-2020,1,329,358.61,-29.61,-0.09,329,358.61,-29.61,-29.61,687.61,299.39,-0.09,-9,100,-4.31,91
Prod194,Cus006,Mark004,10-10-2020,1,116,93.96,22.04,0.19,116,93.96,22.04,22.04,209.96,138.04,0.19,19,100,10.5,119
Prod220,Cus006,Mark004,10-10-2020,1,963,1030.41,-67.41,-0.07,963,1030.41,-67.41,-67.41,1993.41,895.59,-0.07,-7,100,-3.38,93
Prod102,Cus005,Mark004,10-10-2020,1,319,421.08,-102.08,-0.32,319,421.08,-102.08,-102.08,740.08,216.92,-0.32,-32,100,-13.79,68
Prod116,Cus005,Mark004,10-10-2020,1,111,144.3,-33.3,-0.3,111,144.3,-33.3,-33.3,255.3,77.7,-0.3,-30,100,-13.04,70
Prod134,Cus005,Mark004,10-10-2020,1,60,39.6,20.4,0.34,60,39.6,20.4,20.4,99.6,80.4,0.34,34,100,20.48,134
Prod140,Cus005,Mark004,10-10-2020,1,83,57.27,25.73,0.31,83,57.27,25.73,25.73,140.27,108.73,0.31,31,100,18.34,131
Prod200,Cus005,Mark004,10-10-2020,1,32,28.16,3.84,0.12,32,28.16,3.84,3.84,60.16,35.84,0.12,12,100,6.38,112
Prod295,Cus005,Mark004,10-10-2020,1,32,40.64,-8.64,-0.27,32,40.64,-8.64,-8.64,72.64,23.36,-0.27,-27,100,-11.89,73
Prod290,Cus005,Mark004,10-10-2020,1,106,118.72,-12.72,-0.12,106,118.72,-12.72,-12.72,224.72,93.28,-0.12,-12,100,-5.66,88
Prod296,Cus005,Mark004,10-10-2020,1,144,92.16,51.84,0.36,144,92.16,51.84,51.84,236.16,195.84,0.36,36,100,21.95,136
Prod297,Cus005,Mark004,10-10-2020,1,144,161.28,-17.28,-0.12,144,161.28,-17.28,-17.28,305.28,126.72,-0.12,-12,100,-5.66,88
Prod271,Cus005,Mark004,10-10-2020,1,74,99.16,-25.16,-0.34,74,99.16,-25.16,-25.16,173.16,48.84,-0.34,-34,100,-14.53,66
Prod105,Cus035,Mark007,10-10-2020,1,324,320.76,3.24,0.01,324,320.76,3.24,3.24,644.76,327.24,0.01,1,100,0.5,101
Prod212,Cus035,Mark007,10-10-2020,1,1306,1332.12,-26.12,-0.02,1306,1332.12,-26.12,-26.12,2638.12,1279.88,-0.02,-2,100,-0.99,98
Prod237,Cus035,Mark007,10-10-2020,1,704,760.32,-56.32,-0.08,704,760.32,-56.32,-56.32,1464.32,647.68,-0.08,-8,100,-3.85,92
Prod237,Cus037,Mark007,10-10-2020,1,1625,2161.25,-536.25,-0.33,1625,2161.25,-536.25,-536.25,3786.25,1088.75,-0.33,-33,100,-14.16,67
Prod105,Cus037,Mark007,10-10-2020,1,602,686.28,-84.28,-0.14,602,686.28,-84.28,-84.28,1288.28,517.72,-0.14,-14,100,-6.54,86
Prod180,Cus037,Mark007,10-10-2020,1,477,414.99,62.01,0.13,477,414.99,62.01,62.01,891.99,539.01,0.13,13,100,6.95,113
Prod212,Cus037,Mark007,10-10-2020,1,1574,1369.38,204.62,0.13,1574,1369.38,204.62,204.62,2943.38,1778.62,0.13,13,100,6.95,113
Prod117,Cus037,Mark007,10-10-2020,1,282,290.46,-8.46,-0.03,282,290.46,-8.46,-8.46,572.46,273.54,-0.03,-3,100,-1.48,97
Prod252,Cus002,Mark005,10-10-2020,1,148,112.48,35.52,0.24,148,112.48,35.52,35.52,260.48,183.52,0.24,24,100,13.64,124
Prod264,Cus002,Mark005,10-10-2020,1,116,122.96,-6.96,-0.06,116,122.96,-6.96,-6.96,238.96,109.04,-0.06,-6,100,-2.91,94
Prod286,Cus002,Mark005,10-10-2020,1,106,84.8,21.2,0.2,106,84.8,21.2,21.2,190.8,127.2,0.2,20,100,11.11,120
Prod288,Cus002,Mark005,10-10-2020,1,130,141.7,-11.7,-0.09,130,141.7,-11.7,-11.7,271.7,118.3,-0.09,-9,100,-4.31,91
Prod297,Cus002,Mark005,10-10-2020,1,255,328.95,-73.95,-0.29,255,328.95,-73.95,-73.95,583.95,181.05,-0.29,-29,100,-12.66,71
Prod216,Cus002,Mark005,10-10-2020,1,370,244.2,125.8,0.34,370,244.2,125.8,125.8,614.2,495.8,0.34,34,100,20.48,134
Prod281,Cus002,Mark005,10-10-2020,1,60,47.4,12.6,0.21,60,47.4,12.6,12.6,107.4,72.6,0.21,21,100,11.73,121
Prod295,Cus002,Mark005,10-10-2020,1,60,42.6,17.4,0.29,60,42.6,17.4,17.4,102.6,77.4,0.29,29,100,16.96,129
Prod110,Cus001,Mark001,10-10-2020,1,1190,1439.9,-249.9,-0.21,1190,1439.9,-249.9,-249.9,2629.9,940.1,-0.21,-21,100,-9.5,79
Prod265,Cus001,Mark001,10-10-2020,1,162,205.74,-43.74,-0.27,162,205.74,-43.74,-43.74,367.74,118.26,-0.27,-27,100,-11.89,73
Prod102,Cus001,Mark001,10-10-2020,1,51,55.59,-4.59,-0.09,51,55.59,-4.59,-4.59,106.59,46.41,-0.09,-9,100,-4.31,91
Prod272,Cus001,Mark010,10-10-2020,1,102,117.3,-15.3,-0.15,102,117.3,-15.3,-15.3,219.3,86.7,-0.15,-15,100,-6.98,85
Prod284,Cus001,Mark010,10-10-2020,1,51,40.8,10.2,0.2,51,40.8,10.2,10.2,91.8,61.2,0.2,20,100,11.11,120
Prod291,Cus001,Mark010,10-10-2020,1,394,382.18,11.82,0.03,394,382.18,11.82,11.82,776.18,405.82,0.03,3,100,1.52,103
Prod293,Cus001,Mark010,10-10-2020,1,472,580.56,-108.56,-0.23,472,580.56,-108.56,-108.56,1052.56,363.44,-0.23,-23,100,-10.31,77
Prod273,Cus001,Mark001,10-10-2020,2,208,239.2,-31.2,-0.15,416,478.4,-62.4,176.8,447.2,384.8,-0.15,-15,-35.29,-13.95,92.5
Prod105,Cus009,Mark002,10-10-2020,2,667,533.6,133.4,0.2,1334,1067.2,266.8,800.4,1200.6,1467.4,0.2,20,33.33,22.22,110
Prod234,Cus035,Mark007,10-10-2020,2,2667,2720.34,-53.34,-0.02,5334,5440.68,-106.68,2613.66,5387.34,5280.66,-0.02,-2,-4.08,-1.98,99
Prod251,Cus037,Mark007,10-10-2020,2,204,228.48,-24.48,-0.12,408,456.96,-48.96,179.52,432.48,383.52,-0.12,-12,-27.27,-11.32,94
Prod106,Cus037,Mark007,10-10-2020,2,1426,1040.98,385.02,0.27,2852,2081.96,770.04,1811.02,2466.98,3237.02,0.27,27,42.52,31.21,113.5
Prod129,Cus037,Mark007,10-10-2020,2,1019,621.59,397.41,0.39,2038,1243.18,794.82,1416.41,1640.59,2435.41,0.39,39,56.12,48.45,119.5
Prod106,Cus002,Mark007,10-10-2020,2,1731,1280.94,450.06,0.26,3462,2561.88,900.12,2181.06,3011.94,3912.06,0.26,26,41.27,29.89,113
Prod237,Cus002,Mark007,10-10-2020,2,5222,5848.64,-626.64,-0.12,10444,11697.28,-1253.28,4595.36,11070.64,9817.36,-0.12,-12,-27.27,-11.32,94
Prod099,Cus006,Mark004,10-10-2020,2,917,1164.59,-247.59,-0.27,1834,2329.18,-495.18,669.41,2081.59,1586.41,-0.27,-27,-73.97,-23.79,86.5
Prod105,Cus005,Mark004,10-10-2020,2,412,523.24,-111.24,-0.27,824,1046.48,-222.48,300.76,935.24,712.76,-0.27,-27,-73.97,-23.79,86.5
Prod269,Cus005,Mark004,10-10-2020,2,1116,1428.48,-312.48,-0.28,2232,2856.96,-624.96,803.52,2544.48,1919.52,-0.28,-28,-77.78,-24.56,86
Prod057,Cus017,Mark011,10-10-2020,2,1153,910.87,242.13,0.21,2306,1821.74,484.26,1395.13,2063.87,2548.13,0.21,21,34.71,23.46,110.5
Prod134,Cus017,Mark011,10-10-2020,2,1079,1089.79,-10.79,-0.01,2158,2179.58,-21.58,1068.21,2168.79,2147.21,-0.01,-1,-2.02,-1,99.5
Prod280,Cus017,Mark011,10-10-2020,3,630,831.6,-201.6,-0.32,1890,2494.8,-604.8,1058.4,1461.6,1688.4,-0.32,-32,-57.14,-41.38,89.33
Prod177,Cus005,Mark004,10-10-2020,3,2769,1993.68,775.32,0.28,8307,5981.04,2325.96,6313.32,4762.68,9082.32,0.28,28,36.84,48.84,109.33
Prod178,Cus005,Mark004,10-10-2020,3,2653,2918.3,-265.3,-0.1,7959,8754.9,-795.9,5040.7,5571.3,7693.7,-0.1,-10,-15.79,-14.29,96.67
Prod224,Cus005,Mark004,10-10-2020,3,6491,6491,0,0,19473,19473,0,12982,12982,19473,0,0,0,0,100
Prod053,Cus035,Mark007,10-10-2020,3,810,623.7,186.3,0.23,2430,1871.1,558.9,1806.3,1433.7,2616.3,0.23,23,30.94,38.98,107.67
Prod093,Cus035,Mark007,10-10-2020,3,1102,815.48,286.52,0.26,3306,2446.44,859.56,2490.52,1917.48,3592.52,0.26,26,34.51,44.83,108.67
Prod106,Cus035,Mark007,10-10-2020,3,2079,2598.75,-519.75,-0.25,6237,7796.25,-1559.25,3638.25,4677.75,5717.25,-0.25,-25,-42.86,-33.33,91.67
Prod256,Cus009,Mark002,10-10-2020,3,366,431.88,-65.88,-0.18,1098,1295.64,-197.64,666.12,797.88,1032.12,-0.18,-18,-29.67,-24.77,94
Prod140,Cus032,Mark009,10-10-2020,20,3731,2649.01,1081.99,0.29,74620,52980.2,21639.8,71970.99,6380.01,75701.99,0.29,29,30.07,339.18,101.45
Prod224,Cus032,Mark009,10-10-2020,47,89801,78126.87,11674.13,0.13,4220647,3671962.89,548684.11,4142520.13,167927.87,4232321.13,0.13,13,13.25,326.74,100.28
Prod298,Cus008,Mark005,10-10-2020,14,35199,30271.14,4927.86,0.14,492786,423795.96,68990.04,462514.86,65470.14,497713.86,0.14,14,14.92,105.38,101
Prod224,Cus008,Mark005,10-10-2020,23,80139,64111.2,16027.8,0.2,1843197,1474557.6,368639.4,1779085.8,144250.2,1859224.8,0.2,20,20.72,255.56,100.87
Prod239,Cus008,Mark005,10-10-2020,7,15181,19431.68,-4250.68,-0.28,106267,136021.76,-29754.76,86835.32,34612.68,102016.32,-0.28,-28,-34.27,-85.96,96
Prod232,Cus003,Mark014,10-10-2020,6,579,746.91,-167.91,-0.29,3474,4481.46,-1007.46,2727.09,1325.91,3306.09,-0.29,-29,-36.94,-75.98,95.17
Prod053,Cus002,Mark007,10-10-2020,7,2273,2091.16,181.84,0.08,15911,14638.12,1272.88,13819.84,4364.16,16092.84,0.08,8,9.21,29.17,101.14
Prod234,Cus002,Mark007,10-10-2020,8,10472,8796.48,1675.52,0.16,83776,70371.84,13404.16,74979.52,19268.48,85451.52,0.16,16,17.88,69.57,102
Prod129,Cus002,Mark007,10-10-2020,7,3458,3942.12,-484.12,-0.14,24206,27594.84,-3388.84,20263.88,7400.12,23721.88,-0.14,-14,-16.72,-45.79,98
Prod065,Cus002,Mark007,10-10-2020,5,1329,1608.09,-279.09,-0.21,6645,8040.45,-1395.45,5036.91,2937.09,6365.91,-0.21,-21,-27.7,-47.51,95.8
Prod081,Cus017,Mark007,10-10-2020,10,5944,5884.56,59.44,0.01,59440,58845.6,594.4,53555.44,11828.56,59499.44,0.01,1,1.11,5.03,100.1
Prod180,Cus017,Mark007,10-10-2020,100,71528,86548.88,-15020.88,-0.21,7152800,8654888,-1502088,7066251.12,158076.88,7137779.12,-0.21,-21,-21.26,-950.23,99.79
Prod081,Cus007,Mark007,10-10-2020,7,9741,8572.08,1168.92,0.12,68187,60004.56,8182.44,59614.92,18313.08,69355.92,0.12,12,13.73,44.68,101.71
Prod093,Cus007,Mark007,10-10-2020,20,5861,5743.78,117.22,0.02,117220,114875.6,2344.4,111476.22,11604.78,117337.22,0.02,2,2.1,20.2,100.1
Prod129,Cus007,Mark007,10-10-2020,12,7917,8946.21,-1029.21,-0.13,95004,107354.52,-12350.52,86057.79,16863.21,93974.79,-0.13,-13,-14.35,-73.24,98.92
Prod053,Cus037,Mark007,10-10-2020,4,1477,915.74,561.26,0.38,5908,3662.96,2245.04,4992.26,2392.74,6469.26,0.38,38,44.97,93.83,109.5
Prod057,Cus002,Mark007,10-10-2020,4,2241,2778.84,-537.84,-0.24,8964,11115.36,-2151.36,6185.16,5019.84,8426.16,-0.24,-24,-34.78,-42.86,94
Prod234,Cus037,Mark007,10-10-2020,4,4926,6108.24,-1182.24,-0.24,19704,24432.96,-4728.96,13595.76,11034.24,18521.76,-0.24,-24,-34.78,-42.86,94
Prod232,Cus001,Mark010,10-10-2020,7,898,1005.76,-107.76,-0.12,6286,7040.32,-754.32,5280.24,1903.76,6178.24,-0.12,-12,-14.29,-39.62,98.29
Prod289,Cus001,Mark010,10-10-2020,7,1255,1355.4,-100.4,-0.08,8785,9487.8,-702.8,7429.6,2610.4,8684.6,-0.08,-8,-9.46,-26.92,98.86
Prod179,Cus001,Mark010,10-10-2020,17,21477,16752.06,4724.94,0.22,365109,284785.02,80323.98,348356.94,38229.06,369833.94,0.22,22,23.06,210.11,101.29
Prod236,Cus001,Mark010,10-10-2020,11,1389,1847.37,-458.37,-0.33,15279,20321.07,-5042.07,13431.63,3236.37,14820.63,-0.33,-33,-37.54,-155.79,97
Prod105,Cus001,Mark010,10-10-2020,11,2884,2941.68,-57.68,-0.02,31724,32358.48,-634.48,28782.32,5825.68,31666.32,-0.02,-2,-2.2,-10.89,99.82
Prod093,Cus001,Mark010,10-10-2020,38,2380,2618,-238,-0.1,90440,99484,-9044,87822,4998,90202,-0.1,-10,-10.3,-180.95,99.74
Prod251,Cus001,Mark010,10-10-2020,11,898,889.02,8.98,0.01,9878,9779.22,98.78,8988.98,1787.02,9886.98,0.01,1,1.1,5.53,100.09
Prod260,Cus001,Mark010,10-10-2020,4,366,457.5,-91.5,-0.25,1464,1830,-366,1006.5,823.5,1372.5,-0.25,-25,-36.36,-44.44,93.75
Prod241,Cus001,Mark010,10-10-2020,35,2995,2965.05,29.95,0.01,104825,103776.75,1048.25,101859.95,5960.05,104854.95,0.01,1,1.03,17.59,100.03
Prod001,Cus001,Mark001,10-10-2020,100,41241,25157.01,16083.99,0.39,4124100,2515701,1608399,4098942.99,66398.01,4140183.99,0.39,39,39.24,2422.36,100.39
Prod013,Cus001,Mark001,10-10-2020,240,143560,126332.8,17227.2,0.12,34454400,30319872,4134528,34328067.2,269892.8,34471627.2,0.12,12,12.04,1531.91,100.05
Prod020,Cus001,Mark001,10-10-2020,140,153019,191273.75,-38254.75,-0.25,21422660,26778325,-5355665,21231386.25,344292.75,21384405.25,-0.25,-25,-25.23,-1555.56,99.82
Prod090,Cus001,Mark001,10-10-2020,67,2685,2121.15,563.85,0.21,179895,142117.05,37777.95,177773.85,4806.15,180458.85,0.21,21,21.25,786.03,100.31
Prod133,Cus001,Mark001,10-10-2020,66,33231,29243.28,3987.72,0.12,2193246,1930056.48,263189.52,2164002.72,62474.28,2197233.72,0.12,12,12.16,421.28,100.18
Prod197,Cus001,Mark001,10-10-2020,110,39778,42164.68,-2386.68,-0.06,4375580,4638114.8,-262534.8,4333415.32,81942.68,4373193.32,-0.06,-6,-6.06,-320.39,99.95
Prod286,Cus001,Mark001,10-10-2020,33,3556,3378.2,177.8,0.05,117348,111480.6,5867.4,113969.8,6934.2,117525.8,0.05,5,5.15,84.62,100.15
Prod104,Cus001,Mark001,10-10-2020,200,73880,82745.6,-8865.6,-0.12,14776000,16549120,-1773120,14693254.4,156625.6,14767134.4,-0.12,-12,-12.07,-1132.08,99.94
Prod216,Cus001,Mark001,10-10-2020,40,22167,22167,0,0,886680,886680,0,864513,44334,886680,0,0,0,0,100
Prod290,Cus001,Mark001,10-10-2020,5,1431,1431,0,0,7155,7155,0,5724,2862,7155,0,0,0,0,100
Prod198,Cus022,Mark002,10-10-2020,13,11796,10262.52,1533.48,0.13,153348,133412.76,19935.24,143085.48,22058.52,154881.48,0.13,13,13.93,90.37,101
Prod212,Cus022,Mark002,10-10-2020,30,31847,41082.63,-9235.63,-0.29,955410,1232478.9,-277068.9,914327.37,72929.63,946174.37,-0.29,-29,-30.3,-379.91,99.03
